lemma_võro,lemma_estonian,lemma_finnish,lemma_english,lemma_saami,lemma_norwegian,lemma_swedish,lemma_german,pos,semtype
siin,siin,tässä,here,dá,her,her_SWE,her_DEU,Adv,DIV_ADV
siin,siin,täällä,here,dáppe,her hos meg,här hos mig,her hos meg_DEU,Adv,PLACE_ADV
siip',seep,saippua,soap,sáibu,såpe,tvål,såpe_DEU,N,THING
sild,sild,silta,bridge,rovvi,bru,bro,bru_DEU,N,ROAD
silm,silm,silmä,eye,čalbmi,øye,öga,øye_DEU,N,BODYPART
silmäkarv,ripse,silmäripsi,eyelash,čalbmeguolga,øyenvippe,øyenvippe_SWE,øyenvippe_DEU,N,BODYPART
sinine,sinine,sininen,blue,alit,blå,blå,blå_DEU,A,COLOUR
sis,siis,sitten,sitten_ENG,de,så,så,så_DEU,Adv,DIV_ADV
sisalik,sisalik,sisilisko,sisilisko_ENG,steažžalakkis,firfisle,firfisle_SWE,firfisle_DEU,N,ANIMAL_WILD
siski,siiski,silti,still,datte,likevel,likevel_SWE,likevel_DEU,Adv,DIV_ADV
siski,siski,kuitenkin,anyway,goitge,ihvertfall,i varje fall,ihvertfall_DEU,Adv,DIV_ADV
siug,madu,käärme,snake,gearpmaš,orm,orm_SWE,orm_DEU,N,ANIMAL_WILD
skorpion',skorpion,skorpioni,scorpion,skorpiovdna,sporpion,sporpion_SWE,sporpion_DEU,N,ANIMAL_WILD
sobima,sobima,sopia,fit,heivet,passe,passa,passen,V,EXPOSURE_V
sohva,diivan,sohva,sofa,soffá,sofa,soffa,sofa_DEU,N,FURNITURE
sokolaat',šokolaad,suklaa,chocolate,šuhkoláda,sjokolade,choklad,sjokolade_DEU,N,FOOD_GROCERY
soolik,sool,suoli,gut,čoalli,tarm,tarm,tarm_DEU,N,BODYPART
soomõ kiil',soome keel,suomi,Finnish language,suomagiella,finsk språk,finska,finnisch,N,LANGUAGE
sporti tegemä,sporti tegema,urheilla,do sports,valástallat,drive idrett,idrotta,Sport treiben,V,LEISURETIME_HOME_V
sugulanõ,sugulane,sukulainen,relative,fuolki,slektning,släkting,Verwandtschaft,N,mPEOPLE
suhvli,sahtel,laatikko,drawer,skáhppu,boks,box,boks_DEU,N,CONTAINER
suidsuliha,suitsuliha,savuliha,smoked meat,suovasbiergu,røykakjøtt,rökt kött,røykakjøtt_DEU,N,FOOD_GROCERY
suitsu tegemä,suitsetama,polttaa,smoke,borgguhit,røyke,röka,rauchen,V,HUM_V
sukugi,üldse,ollenkaan,at all,obbalohkái,i det hele tatt,på det hela taget,i det hele tatt_DEU,Adv,DIV_ADV
sulalõ minemä,sulale minema,sulattaa,melt,suddat,smelte,smälta,schmelzen,V,WEATHER_V
sulg',sulg,sulka,feather,dolgi,fuglefjær,fuglefjær_SWE,fuglefjær_DEU,N,ANIMAL_OTHER
supp',supp,keitto,soup,mális,suppe,soppa,suppe_DEU,N,FOOD_DISH
surm,surm,kuolema,death,jápmin,død,død_SWE,død_DEU,N,ABSTRACT
surm,surm,kuolema,death,jápmu,død,død_SWE,død_DEU,N,NATURE
susi,hunt,susi,wolf,gumpe,ulv,varg,ulv_DEU,N,ANIMAL_WILD
susi,susi,susi,wolf,návdi,ulv,varg,ulv_DEU,N,ANIMAL_WILD
suu,soo,suo,mire,jeaggi,myr,myr,myr_DEU,N,NATURE_PLACE
suu,suu,suu,mouth,njálbmi,munn,mun,munn_DEU,N,BODYPART
suul,sool,suola,salt,sálti,salt,salt,Salz,N,FOOD_GROCERY_PL
suulama,soolama,suolata,salt,sáltet,salte,salta,salzen,V,FOOD_DRINK_V
suulinõ,suuline,suullinen,oral,njálmmálaš,muntlig,muntlig,muntlig_DEU,A,ISSUE_A
suumlanõ,soomlane,suomalainen,Finn,suopmelaš,finnlender,finländare,finnlender_DEU,N,OTHERS
suur',suur,suuri,large,stuoris,stor,stor,stor_DEU,A,CITY
suurõndama,suurendama,suurentaa,enlarge,stuoridit,forstørre,förstora,vergrößern,V,ACTION_V
suus,suusk,suksi,ski,sabet,ski,skidor,ski_DEU,N,SLIDETOOL
suusatama,suusatama,hiihtää,ski,čuoigat,gå på ski,åka skidor,Ski fahren,V,CHRISTMAS
suuv',soov,toive,wish,sávaldat,ønske,önska,ønske_DEU,N,THOUGHT
suuv'ma,soovima,toivoa,wish,sávvat,ønske,önska,sich wünschen,V,EXPERIENCE_V
suvi,suvi,kesä,summer,geassi,sommer,sommar,sommer_DEU,N,TIME_SEASON
suvõpuhkus,suvepuhkus,kesäloma,kesäloma_ENG,geasseluopmu,sommerferie,sommarlov,sommerferie_DEU,N,TIME_POINT_LOC
säidse,seitse,seitsemän,seven,čieža,sju,sju,sieben,Num,mCARD_SMALL
sälg,selg,selkä,back,sealgi,rygg,rygg,rygg_DEU,N,BODYPART
säng,voodi,sänky,bed,seaŋga,seng,säng,seng_DEU,N,FURNITURE
säädüs,reegel,sääntö,rule,njuolggadus,regel,regel_SWE,regel_DEU,N,ABSTRACT
säädüs,seadus,laki,law,láhka,lov,lag,lov_DEU,N,TEXT
sääl,seal,siellä,there,doppe,der borte,där borta,der borte_DEU,Adv,PLACE_ADV
sõbõr,sõber,ystävä,friend,olmmái,venn,vän,venn_DEU,N,OTHERS
sõbõr,sõber,ystävä,friend,ustit,venn,vän,venn_DEU,N,mPEOPLE
sõda,sõda,sota,war,soahti,krig,krig,Krieg,N,YYY
sõna,sõna,sana,word,sátni,ord,ord,Wort,N,LANGUAGEPART
sõnaraamat,sõnaraamat,sanakirja,dictionary,sátnegirji,ordbok,ordbok,Wörterbuch,N,TEXT
sõnnom,uudis,uutinen,news,ođas,nyhet,nyhet,nyhet_DEU,N,TEXT
sõprus,sõprus,ystävyys,friendship,ustitvuohta,vennskap,vänskap,vennskap_DEU,N,FEELING
sõrm',sõrm,sormi,finger,suorbma,finger,finger,finger_DEU,N,BODYPART
sõrmus,sõrmus,sormus,ring,suorpmas,fingerring,fingerring_SWE,fingerring_DEU,N,THING
sõsar',õde,sisar,sister,oabbá,søster,syster,Schwester,N,FAMILY
sõudma,sõudma,soutaa,row,sugadit,ro,ro,rudern,V,NATURE_V
söögiiso,söögiisu,ruokahalu,appetite,borranlustu,matlyst,aptit,matlyst_DEU,N,FEELING
söögikaart',menüü,ruokalista,menu,biebmolistu,meny,meny_SWE,meny_DEU,N,TEXT
söögilaud,söögilaud,ruokapöytä,dinner table,borranbeavdi,spisebord,matbord,spisebord_DEU,N,FURNITURE
söögimaja,söökla,ruokala,canteen,kantiidna,kantine,cafeteria,kantine_DEU,N,JOB
söögitarõ,söögituba,ruokahuone,ruokahuone_ENG,boradanlatnja,spiserom,matrum,spiserom_DEU,N,ROOM
süküs,sügis,syksy,autumn,čakča,høst,höst,høst_DEU,N,TIME_SEASON
süküskuu,september,syyskuu,september,čakčamánnu,september,september,september_DEU,N,TIME_POINT_LOC
sündümä,sündima,syntyä,be born,riegádit,bli født,födas,geboren werden,V,HUM_V
sünnümärk',sünnimärk,syntymämerkki,birth mark,riegádanmearka,fødselsmerke,fødselsmerke_SWE,fødselsmerke_DEU,N,BODY_OTHER
sünnüpäiv,sünnipäev,syntymäpäivä,birthday,riegádanbeaivi,fødselsdag,födelsedag,fødselsdag_DEU,N,TIME_OTHER
sünnüpääväkingitüs,sünnipäevakingitus,syntymäpäivälahja,birthday present,riegádanbeaiskeaŋka,bursdagsgave,födelsedagspresent,bursdagsgave_DEU,N,THING
sünnüpäävätervütüs,sünnipäevatervitus,syntymäpäiväterveys,birthday greeting,riegádanbeaivedearvvuođat,fødselsdagshilsen,födelsesdagshälsing,fødselsdagshilsen_DEU,N,LANGUAGEPART
süvväq tegemä,süüa tegema,keittää,cook,duolddahit,få til k,få att koka,kochen machen,V,FOOD_DRINK_V
süvä,sügav,syvä,deep,čieŋal,dyp,djup,dyp_DEU,A,NATURE_A
süä,süda,sydän,heart,váibmu,hjerte,hjärta,hjerte_DEU,N,BODYPART
süäüü,kesköö,keskiyö,midnight,gaskaidja,midnatt,midnatt,midnatt_DEU,N,TIME_OTHER
süük',söök,ruoka,food,biebmu,mat,mat,Essen,N,FOOD_OTHER
süümä,sööma,syödä,eat,borrat,spise,äta,essen,V,FOOD_DRINK_V;MORFAC_V
tablett',tablett,tabletti,tablet,tableahtta,tablett,tablett,tablett_DEU,N,ILLNESS
tagaots,tagumik,pylly,ass,bahta,rumpe,rumpa,rumpe_DEU,N,BODYPART
tagasi,tagasi,takaisin,takaisin_ENG,ruovttoluotta,tilbake,tilbake_SWE,tilbake_DEU,Adv,DIV_ADV
tahas,tainas,taikina,dough,dáigi,deig,deg,deig_DEU,N,FOOD_OTHER
tahtma,tahtma,haluta,want,háliidit,ville,vilja,wollen,V,AUX_V
tahtma,tahtma,tahtoa,wish,dáhttut,ønske,önska,wünschen,V,HUM_V
tahvli,tahvel,taulu,blackboard,távval,tavle,tavla,tavle_DEU,N,SCHOOL
takso,takso,taksi,taxi,drošše,drosje,taxi,drosje_DEU,N,VEHICLE
takso,takso,taksi,taxi,táksi,taksi,taxi,taksi_DEU,N,VEHICLE
taksojuht',taksojuht,taksikuski,taxi driver,dáksevuoddji,taksisjåfør,taxichaufför,taksisjåfør_DEU,N,PROFESSION
taldrik,taldrik,lautanen,plate,dállearka,tallerken,tallrik,tallerken_DEU,N,KITCHEN
tall',tall,talli,stable,stálla,stall,stall_SWE,stall_DEU,N,BUILDING
talo,talu,maatila,farm,šibitdállu,gårdsbruk med husdyr,boskapsgård,gårdsbruk med husdyr_DEU,N,JOB
talopitäi,talupidaja,maanviljelijä,farmer,boanda,bonde,bonde,Bauer,N,PROFESSION
talv',talv,talvi,winter,dálvi,vinter,vinter,vinter_DEU,N,CHRISTMAS
tands'ma,tantsima,tanssia,dance,dánsut,danse,dansa,tanzen,V,BODY_V;MORFAC_V
tapminõ,mõrv,tappaminen,murder,goddin,drap,dråp,drap_DEU,N,ABSTRACT
tark,tark,viisas,wise,viissis,vis,vis,vis_DEU,A,HUM_A
tarvidus,vajadus,tarve,need,dárbu,behov,behov,behov_DEU,N,THOUGHT
tarvilinõ,vajalik,tarpeellinen,necessary,dárbbašlaš,nødvendig,nödvändig,nødvendig_DEU,A,ISSUE_A
tarõ,tuba,huone,room,latnja,rom,rum,rom_DEU,N,ROOM
tasanõ,tasane,litteä,flat,duolbbas,flat,flat,flat_DEU,A,NATURE_A
tassa,aeglaselt,hitaasti,slowly,njozet,sakte,sakta,sakte_DEU,Adv,PLACE_ADV
tassa,vaikselt,hiljaa,hiljaa_ENG,gulul,rolig,rolig_SWE,rolig_DEU,Adv,DIV_ADV
teedäq andma,teatama,ilmoittaa,announce,almmuhit,bekjentgjøre,meddela,bekanntmachen,V,ACTION_V
teedäq andma,teatama,tiedottaa,inform,dieđihit,orientere,orientera,aufklären,V,HUM_V
teema,teema,aihe,theme,fáddá,tema,tema,tema_DEU,N,SCHOOL
tegeligult,tegelikult,itse asiassa,itse asiassa_ENG,iešalddes,av seg selv,av seg selv_SWE,av seg selv_DEU,Adv,DIV_ADV
tegemä,tegema,tehdä,do,dahkat,gjøre,göra,machen,V,ACTION_V
tegemä,tegema,valmistaa,make,ráhkadit,lage,tillaga,zubereiten,V,WORK_ECONOMY_V
teksaq,teksad,farkut,farkut_ENG,doŋgeribuvssat,dongeribukse,jeans,dongeribukse_DEU,N,CLOTHING_PL
tekst',tekst,teksti,text,teaksta,tekst,text,Text,N,TEXT
tel'mä,tellima,tilata,order,diŋgot,bestille,beställa,bestellen,V,WORK_ECONOMY_V
telefon',telefon,puhelin,telephone,telefovdna,telefon,telefon,telefon_DEU,N,THING
telefoninummõr',telefoninumber,puhelinnumero,telephone number,telefonnummir,telefonnummer,telefonnummer_SWE,telefonnummer_DEU,N,YYY
telk',telk,teltta,tent,tealtá,telt,tält,telt_DEU,N,BUILDING
tereq hummogust,tere hommikust,hyvää aamua,hyvää aamua_ENG,buorre iđit,god morgen,god morgen_SWE,god morgen_DEU,Mwe,EXPRESSIONS
tereq õdagust,tere õhtust,hyvää iltaa,hyvää iltaa_ENG,buorre eahket,god kveld,god kveld_SWE,god kveld_DEU,Mwe,EXPRESSIONS
tereq,tere,hyvää päivää,hyvää päivää_ENG,buore beaivvi,god dag,god dag_SWE,god dag_DEU,Mwe,EXPRESSIONS
teretämä,teretama,tervehtiä,greet,buorástahttit,hilse på,hälsa,begrüßen,V,VERBAL_V
teretüs,teretus,terveys,greeting,dearvvuohta,hilsen,hälsing,hilsen_DEU,N,LANGUAGEPART
terräv,terav,terävä,sharp,bastil,kvass,vass,kvass_DEU,A,OBJECT_A
terveq,kogu,koko,whole,ollis,hel,hel,hel_DEU,A,ISSUE_A
terveq,terve                             ,terve,sound,dearvvas,frisk,frisk,frisk_DEU,A,BODY_A
tervütämä,tervitama,tervehtiä,get well,dearvvašmuvvat,bli frisk,friskna,gesunden,V,BODY_V
tiatri,teater,teatteri,theatre,teáhter,teater,teater,teater_DEU,N,SHOW
tii,tee,tie,road,geaidnu,vei,väg,vei_DEU,N,ROAD
tiidmine,teadmine,taito,knowledge,máhttu,kunnskap,kunskap,kunnskap_DEU,N,SCHOOL
tiidmine,teadmine,tieto,knowledge,diehtu,viten,besked,viten_DEU,N,ABSTRACT
tiidmä,teadma,tietää,know,diehtit,vite,veta,wissen,V,EXPERIENCE_V
tiigri,tiiger,tiikeri,tiger,tiger,tiger,tiger_SWE,tiger_DEU,N,ANIMAL_WILD
tiin'mä,teenima,ansaita,earn,dinet,tjene,tjäna,verdienen,V,WORK_ECONOMY_V
tiirist',teerist,tieristeys,road crossing,luoddaearru,vegkryss,vägkorsning,vegkryss_DEU,N,CITY
tikutops',tikutops,tulitikkuaski,matchbox,riššadoassa,fyrstikkeske,tändsticksask,fyrstikkeske_DEU,N,THING
tohtri,arst,lääkäri,physician,doavttir,lege,läkare,lege_DEU,N,PROFESSION
toimõ tulõma,hakkama saama,pärjätä,manage,birget,klare seg,klara sig,schaffen,V,EXPERIENCE_V
toimõ tulõma,hakkama saama,selvitä,manage,nagodit,klare,orka,vermögen,V,AUX_V
toimõndaja,toimetaja,toimittaja,editor,doaimmaheaddji,redaktør,redaktör,Redakteur,N,PROFESSION
toll',toll,tulli,customs,duollu,toll,toll_SWE,toll_DEU,N,FINANCE
tolm,tol,pöly,dust,dopmu,støv,damm,støv_DEU,N,ROOM_OTHER
torm',torm,myrsky,storm,stoarbma,storm,storm,storm_DEU,N,WEATHER
torn',torn,torni,tower,doardna,tårn,tårn_SWE,tårn_DEU,N,CITY
traktor',traktor,traktori,tractor,tráktor,traktor,traktor,traktor_DEU,N,VEHICLE
trepp',trepp,portaat,stairs,tráhppá,trapp,trappa,Treppe,N,ROOMPART
trepp',trepp,rappu,staircase,ráhppa,trapp,trapp_SWE,trapp_DEU,N,ROOMPART
triik'mä,triikima,silittää,pat,njávkkadit,stryke,stryka länge,lange streichen,V,ACTION_V;MORFAC_V
ts'urk'ma,rikkuma,pilata,spoil,billistit,ødelegge,förstöra,zerstören,V,ACTION_V
tsaar',tsaar,tsaari,tsar,cára,tsar,tsar_SWE,tsar_DEU,N,PROFESSION
tsialiha,sealiha,sianliha,pork,spiinnebiergu,svinekjøtt,griskött,svinekjøtt_DEU,N,FOOD_GROCERY
tsiga,siga,sika,pig,spiidni,gris,gris,gris_DEU,N,ANIMAL_DOM
tsiht',eesmärk,tavoite,goal,ulbmil,mål,mål,mål_DEU,N,THOUGHT
tsiirop',siirup,siirappi,syrup,sirát,sirup,sirap,sirup_DEU,N,FOOD_GROCERY
tsirgukõnõ,linnuke,pikkulintu,small bird,cizáš,småfugl,småfågel,småfugl_DEU,N,BIRD
tsirk,lind,lintu,bird,loddi,fugl,fågel,fugl_DEU,N,BIRD
tsukru,suhkur,sokeri,sugar,sohkar,sukker,socker,sukker_DEU,N,FOOD_GROCERY
tsäi,tee,tee,tea,teadja,te,te,Tee,N,DRINK
tsäikruus',teetass,teekuppi,teacup,deadjagohppu,tekopp,tekopp,tekopp_DEU,N,CONTAINER
tsäiluits,teelusikas,teelusikka,teaspoon,deadjabaste,teskje,tesked,teskje_DEU,N,KITCHEN
tsäro,lokk,kihara,curl,smarvi,krøll,lock,krøll_DEU,N,BODYPART
tsõõr',ratas,pyörä,wheel,juvla,hjul,hjul,hjul_DEU,N,THING
tsõõrik,ümarik,pyöreä,round,jorbbas,rund,rund,rund_DEU,A,OBJECT_A
tugi,tugi,tuki,support,doarjja,støtte,stöd,støtte_DEU,N,ABSTRACT
tugituul',tugitool,nojatuoli,armchair,mieiganstuollu,lenestol,fåtölj,lenestol_DEU,N,FURNITURE
tugõma,toetama,tukea,support,doarjut,støtte,stödja,unterstützen,V,ACTION_V
tuhk,tuhk,tuhka,ash,gutna,aske,aska,aske_DEU,N,NATURE
tukõv,tugev,vahva,strong,gievra,sterk,stark,sterk_DEU,A,HUM_A
tukõv,tugev,voimakas,strong,fámolaš,kraftfull,kraftfull,kraftfull_DEU,A,ANIMAL_A
tuli,tuli,tuli,fire,dolla,ild,eld,ild_DEU,N,NATURE
tulõma,tulema,tulla,come,boahtit,komme,komma,kommen,V,mMOVE_V
tulõtikk,tuletikk,tulitikku,match,rišša,fyrstikk,tändsticka,fyrstikk_DEU,N,THING
tundma,tundma,tuntea,know,dovdat,kjenne,känna,kennen,V,EXPERIENCE_V
tunnõq,tunne,tunne,feeling,dovdu,følelse,känsla,følelse_DEU,N,FEELING
tunnõt,tuntud,tunnettu,known,dovddus,kjent,känd,kjent_DEU,A,CITY
tunnõt,tuntud,tunnettu,known,oahpis,kjent,känd,kjent_DEU,A,CITY
turist',turist,turisti,tourist,turista,turist,turist,turist_DEU,N,OTHERS
tuul',tool,tuoli,chair,stuollu,stol,stol,Stuhl,N,FURNITURE
tuul',tuul,tuuli,wind,biegga,vind,vind,vind_DEU,N,WEATHER
tuuma,tooma,tuoda,bring,buktit,bringe hit,bringa,bringen,V,mMOVE_V
tuuperäst,seepärast,siksi,therefore,danne,derfor,därför,derfor_DEU,Adv,DIV_ADV
tähele pandma,märkama,huomata,discover,fuobmát,oppdage,upptäcka,entdecken,V,EXPERIENCE_V
tähele pandma,tähele panema,huomata,huomata_ENG,áicat,oppdage,oppdage_SWE,entdecken,V,EXPERIENCE_V
tähendämä,tähendama,tarkoittaa,mean,mearkkašit,bety,betyda,bedeuten,V,EXPOSURE_V
tähendämä,tähendama,tarkoittaa,mean,oaivvildit,mene,mena,meinen,V,EXPERIENCE_V
täht',täht,kirjain,letter,bustávva,bokstav,bokstav,Buchstabe,N,LANGUAGEPART
täht',täht,tähti,star,násti,stjerne,stjärna,stjerne_DEU,N,NATURE
tähtsä,tähtis,tärkeä,important,dehálaš,viktig,viktig,viktig_DEU,A,ISSUE_A
täkk,täkk,ori,stallion,ore,hingst,hingst_SWE,hingst_DEU,N,ANIMAL_DOM
täpsä,täpne,tarkka,accurate,dárki,sikker,säker,sikker_DEU,A,HUM_A
tävveline,täielik,täydellinen,complete,ollislaš,fullstendig,fullständig,fullstendig_DEU,A,ISSUE_A
täämbädse päävä,tänapäevane,nykyinen,contemporary,dálá,nåtidig,nutida,nåtidig_DEU,A,ISSUE_A
täüs'kasunuq,täiskasvanu,aikuinen,adult,ollesolmmoš,voksen,vuxen,voksen_DEU,N,OTHERS
täütmä,täitma,täyttää,fill,deavdit,fylle,fylla,füllen,V,ACTION_V
tõbi,haigus,tauti,illness,dávda,sykdom,sjukdom,sykdom_DEU,N,ILLNESS
tõlkma,tõlkima,tulkata,interpret,dulkot,tolke,tolka,dolmetschen,V,HUM_V
tõsinõ,tõsine,vakava,serious,duođalaš,alvorlig,allvarlig,alvorlig_DEU,A,ISSUE_A
tõtõ,tõde,totuus,truth,duohtavuohta,sannhet,sannhet,sannhet_DEU,N,ABSTRACT
tõõsõpäiv,teisipäev,tiistai,tuesday,disdat,tirsdag,tisdag,tirsdag_DEU,N,TIME_POINT_GEN
tühendämä,tühjendama,tyhjentää,empty,gurret,tømme,tömma,tømme_DEU,V,FOOD_DRINK_V
tühi,tühi,tyhjä,empty,guorus,tom,tom,tom_DEU,A,OBJECT_A
tülü,riid,riita,riita_ENG,riidu,strid,strid,strid_DEU,N,ABSTRACT
tülütämä,tülitsema,riidellä,argue,riidalit,krangle,träta,sich zanken,V,VERBAL_V
tütrigukõnõ,tüdrukuke,tyttönen,small girl,nieiddaš,lita jente,liten flicka,lita jente_DEU,N,OTHERS
tütrik,tüdruk,tyttö,girl,nieida,jente,dotter,Tochter,N,FAMILY
tütrik,tüdruk,tyttölapsi,girl,nieidačivga,jentunge,tös,jentunge_DEU,N,OTHERS
tüü,töö,työ,work,bargu,arbeid,arbete,arbeid_DEU,N,JOB
tüükotus,töökoht,työpaikka,workplace,bargobáiki,arbeidsplass,arbeidsplass_SWE,arbeidsplass_DEU,N,JOB
tüüriist,tööriist,työkalu,tool,bargobierggas,arbeidsredskap,arbetsredskap,arbeidsredskap_DEU,N,TOOL
tüütäjä,töötaja,työntekijä,worker,bargi,arbeider,arbetare,Arbeiter,N,CITY
tüütämä,töötama,toimia,work,doaibmat,fungere,fungera,funktionieren,V,WORK_ECONOMY_V;MORFAC_V
tüütämä,töötama,työskennellä,work,bargat,arbeide,arbeta,arbeiten,V,CITY
uja,oja,puro,creek,fielbmá,bekk,bäck,bekk_DEU,N,NATURE_WATER
ujola,ujula,uima-allas,swimmingpool,vuojadanálddis,svømmebasseng,simbassäng,svømmebasseng_DEU,N,CONSTRUCTION
ujoma,ujuma,uida,swim,vuodjat,svømme,simma,schwimmen,V,BODY_V;MORFAC_V
ull',loll,hullu,stupid,jalla,dum,dum,dum_DEU,A,ANIMAL_A
ullitama,lollitama,narrata,fool,nárret,skru opp,fjanta sig,sich herumtreiben,V,ACTION_V;MORFAC_V
umblõma,õmblema,ommella,sew,goarrut,sy,sy,nähen,V,CLOTHING_V
umbõs,umbes,noin,noin_ENG,sullii,omtrent,ungefär,omtrent_DEU,Adv,DIV_ADV
ummõlusmassin,õmblusmasin,ompelukone,sewing machine,goarrunmašiidna,symaskin,symaskin_SWE,symaskin_DEU,N,HANDICRAFTS
undsõq,udu,sumu,fog,mierká,tåke,dimma,tåke_DEU,N,WEATHER
uni,unenägu,uni,dream,niehku,drøm,dröm,drøm_DEU,N,THOUGHT
uno,onu,eno,mother's brother,eanu,mors bror,morbror,mors bror_DEU,N,FAMILY
uno,onu,setä,uncle,máhka,tantes mann,måg,Onkel,N,FAMILY
unõhtama,unustama,unohtaa,forget,vajáldahttit,glemme,glömma,vergessen,V,EXPERIENCE_V
upin,õun,omena,apple,eahppel,eple,äppel,Apfel,N,FOOD_GROCERY
urbõkuu,mäts,maaliskuu,March,njukčamánnu,mars,mars,mars_DEU,N,TIME_POINT_LOC
usk,usk,usko,belief,doaivu,tro,tro,Glauben,N,THOUGHT
uskma,usaldama,luottaa,trust,luohttit,stole på,lita på,vertrauen,V,HUM_V
uss',uks,ovi,door,uksa,dør,dörr,Tür,N,ROOMPART
ussõkell,uksekell,ovikello,doorbell,uksabiellu,dørklokke,dörrklocka,dørklokke_DEU,N,ROOM_OTHER
uur'ja,uurija,tutkija,researcher,dutki,forsker,forskare,Forscher,N,PROFESSION
uur'ma,uurima,tutkia,investigate,dutkat,undersøke,reda ut,untersuchen,V,WORK_ECONOMY_V
uutma,ootama,odottaa,wait,vuordit,vente,vänta,warten,V,HUM_V
vaba,vaba,vapaa,free,friddja,fri,fri,fri_DEU,A,ISSUE_A
vabarn,vaarikas,vadelma,vadelma_ENG,váran,bringebær,hallon,bringebær_DEU,N,PLANT
vabrik,tehas,tehdas,factory,fabrihkka,fabrikk,fabrik,fabrikk_DEU,N,CITY
vaenõ,vaene,köyhä,poor,geaffi,fattig,fattig,fattig_DEU,A,mHUM_A
vaenõ,vaene,köyhä,poor,geafi,fattig,fattig,fattig_DEU,A,HUM_A
vahtsõaastakuu,jaanuar,tammikuu,January,ođđajagemánnu,januar,januari,januar_DEU,N,TIME_POINT_LOC
vaia olõma,vajama,tarvita,need,dárbbašit,trenge,behöva,brauchen,V,EXPERIENCE_V
vaih,paus,tauko,pause,boddu,pause,paus,pause_DEU,N,TIME_POINT_LOC
vaihtama,vahetama,vaihtaa,change,molsut,skifte,byta,skifte_DEU,V,CLOTHING_V
vaihõaig,vaheaeg,loma,holiday,luopmu,ferie,semester,Urlaub,N,SCHOOL
vaihõtunn',vahetund,välitunti,välitunti_ENG,friddjaminuhtta,friminutt,rast,friminutt_DEU,N,SCHOOL
vaivalt,vaevalt,tuskin,tuskin_ENG,illá,såvidt,såvidt_SWE,såvidt_DEU,Adv,DIV_ADV
vakon',vagun,vaunu,wagon,vovdna,vogn,vogn_SWE,vogn_DEU,N,YYY
vald,vald,kunta,municipality,suohkan,kommune,kommun,kommune_DEU,N,PLACE_STAYING
valgusfuur',valgusfoor,liikennevalo,traffic light,johtalusčuovga,trafikklys,trafikljus,trafikklys_DEU,N,CITY
valgõ,valge,valkoinen,white,gappas,helt hvit,vit,helt hvit_DEU,A,ANIMAL_A
valgõ,valge,valkoinen,white,vielgat,hvit,vit,hvit_DEU,A,COLOUR
valima,valima,valita,choose,válljet,velge,välja,wählen,V,ACTION_V
vallalinõ,lahtine,avoin,open,rabas,åpen,öppen,åpen_DEU,A,ISSUE_A
vana,vana,vanha,old,boaris,gammel,gammal,gammel_DEU,A,CITY
vana-aastagaõdak,vana-aastaõhtu,uudenvuodenaatto,New year's eve,ođđajagiruohtta,nyttårsaften,nyårsafton,nyttårsaften_DEU,N,TIME_POINT_GEN
vanaaolinõ,vanaaegne,vanhanaikainen,oldfashioned,boaresáigásaš,gammeldags,gammaldags,gammeldags_DEU,A,CITY
vanaesä,vanaisa,isoisä,grandfather,áddjá,bestefar,farfar,Großvater,N,OTHERS
vanaimä,vanaema,isoäiti,grandmother,áhkku,bestemor,farmor,Großmutter,N,OTHERS
vangimaja,vangla,vankila,jail,giddagas,fengsel,fängelse,fengsel_DEU,N,CITY
vannitarõ,vannituba,kylpyhuone,bathroom,basadanlatnja,baderom,badrum,baderom_DEU,N,ROOM
vanõmb,vanem,vanhempi,parent,váhnen,forelder,förälder,forelder_DEU,N,FAMILY
varas,varas,varas,thief,suola,tyv,tjuv,tyv_DEU,N,OTHERS
varastama,varastama,varastaa,steal,suoládit,stjele,stjäla,stehlen,V,ACTION_V;MORFAC_V
varbas,varvas,varvas,toe,juolgesuorbma,tå,tå,tå_DEU,N,BODYPART
vars,varss,varsa,varsa_ENG,vársá,føll,föl,føll_DEU,N,ANIMAL_DOM
varõs,vares,varis,crow,garjá,kråke,kråka,kråke_DEU,N,BIRD
vasik,vasikas,vasikka,calf,gálbi,kalv,kalv,kalv_DEU,N,ANIMAL_DOM
vassar',haamer,vasara,hammer,veahčir,hammer,hammer_SWE,hammer_DEU,N,TOOL
vasta võtma,vastu võtma,ottaa vastaan,receive,dustet,ta imot,ta emot en gång,erhalten,V,ACTION_V
vastama,vastama,vastata,answer,vástidit,svare,svara,antworten,V,VERBAL_V
vastus,vastus,vastaus,answer,vástádus,svar,svar,Antwort,N,YYY
veeränd',veerand,vartti,quarter,goartil,kvart,kvart,kvart_DEU,N,AMOUNT
veeränd',veerand,vartti,quarter,kvárta,kvarter,kvarter_SWE,kvarter_DEU,N,TIME_DUR
veidüq,vähe,vähän,bit,binná,bit,bit_SWE,bit_DEU,N,AMOUNT
veli,vend,veli,brother,viellja,bror,bror,Bruder,N,FAMILY
verepruuv',vereproov,verinäyte,blood sample,varračájánas,blodprøve,blodprøve_SWE,blodprøve_DEU,N,ILLNESS
veri,veri,veri,blood,varra,blod,blod,blod_DEU,N,BODYPART
verrev,punane,punainen,red,ruoksat,rød,röd,rød_DEU,A,COLOUR
vesi,vesi,vesi,water,čáhci,vann,vatten,Wasser,N,DRINK
